mem_id,instance_id,db,scope,sql_operations,table,column,data_type,nulls,rule
86,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,generic,filter;order by;limit;cte_definition,all,all,all,all,"ENSURE: when performing spatial selection, use nearest-point queries (ORDER BY distance LIMIT 1) rather than fixed-distance filtering unless exclusion is desired | PRINCIPLE: Arbitrary cutoff filters can unintentionally exclude all relevant data points if no point falls within the threshold; nearest-point selection always returns a result | WHEN_TO_APPLY: Any time you're finding the closest object/location in spatial databases | EXAMPLE_USAGE: Use 'ORDER BY ST_DISTANCE(geom, req_geom) ASC LIMIT 1' in a CTE or subquery to always pick the closest record; avoid 'WHERE ST_DISTANCE(geom, req_geom) < X' unless you want to exclude far points—even then, combine with ORDER BY and LIMIT for robustness."
87,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,generic,select;group by;aggregation,all,all,all,all,"VERIFY: include all necessary contextual metadata columns in the SELECT statement, not necessarily in GROUP BY, for clearer debugging and interpretation | PRINCIPLE: Columns like coordinates or distances helpful for context should be in result output, but only group by relevant aggregation keys | WHEN_TO_APPLY: When building result tables with explanatory context or metadata | EXAMPLE_USAGE: SELECT relevant grouping keys and add metadata columns (e.g., coordinates, distances); avoid unnecessary GROUP BY on metadata: 'SELECT time, date, lon, lat, dist_m GROUP BY time, date' is correct, while 'GROUP BY time, date, lon, lat, dist_m' causes over-aggregation and unwanted row splitting."
88,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,generic,cte_definition;join;filter;aggregation;case,all,all,all,all,"ENSURE: CTEs are used to organize complex queries, separating logic like nearest-point selection, data flattening, date calculations, and precipitation classification into distinct stages | PRINCIPLE: CTEs improve clarity and maintainability, making each transformation explicit and easier to validate | WHEN_TO_APPLY: When queries combine multiple filtering, calculation, and classification steps | EXAMPLE_USAGE: Build CTEs like nearest_point (select closest record), forecast_flat (flattened forecast data), next_day (fetch next day's results), and daily_temp (compute averages), referencing output from previous CTEs to enforce proper sequencing and validation."
89,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,generic,aggregation;group by,all,all,all,all,"VERIFY: aggregation keys in GROUP BY match the intended reporting period, especially when tracking multiple time series (e.g., creation_time plus forecast_date) | PRINCIPLE: Failing to group by all required keys can produce incorrect aggregations, missing intended data separation | WHEN_TO_APPLY: Whenever aggregating or reporting over composite temporal keys | EXAMPLE_USAGE: Group on both creation_time and forecast_date for time series with multiple snapshots, not just one or the other: 'GROUP BY creation_time, forecast_date' is correct; 'GROUP BY forecast_date' alone merges distinct forecast runs."
90,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,generic,case,all,all,all,all,"CHECK: CASE WHEN logic for classification uses correct calculated variables, not raw source columns when derived versions are present | PRINCIPLE: Using the intended calculated field (e.g., daily average temperature) prevents misclassification due to using per-interval data rather than summary statistics | WHEN_TO_APPLY: When CASE WHEN is used for conditional output based on computed metrics | EXAMPLE_USAGE: In a query determining snow/rain, use 'CASE WHEN daily_temp < 1 ...' instead of raw temperature values, ensuring that aggregation occurs before logic application for reliable classification."
91,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,db,filter;order by;limit;cte_definition,NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GFS0P25,all,all,all,"ENSURE: select the single nearest grid point to requested coordinates using ST_DISTANCE and LIMIT 1, removing any fixed spatial distance filters | CONTEXT: Queries on grid-based forecast tables should use ST_DISTANCE to measure proximity and LIMIT 1 to ensure selection of the closest grid cell, rather than a hard cutoff (e.g., 5km) which can exclude all data | WHEN_TO_CHECK: When finding the relevant grid point for spatial weather forecasts | EXAMPLE_USAGE: Instead of 'WHERE ST_DISTANCE(grid_geom, req_geom) < 5000', use 'ORDER BY ST_DISTANCE(grid_geom, req_geom) ASC LIMIT 1' in the nearest_point CTE to reliably select the closest cell, ensuring data inclusion even if no point falls within an arbitrary distance."
92,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,db,select;aggregation;group by,NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GFS0P25,lon,numeric,all,"REMEMBER: include lon, lat, and dist_m columns explicitly in SELECT output, not GROUP BY, to provide contextual information about chosen grid points | CONTEXT: These columns reflect metadata about the spatial selection and should be presented in result rows, but grouping by them is unnecessary when reporting per forecast date and creation time | WHEN_TO_CHECK: When reporting forecast results per grid cell and forecast date | EXAMPLE_USAGE: In final SELECT, add lon, lat, dist_m columns, but GROUP BY only on creation_time and forecast_date: 'SELECT creation_time, forecast_date, lon, lat, dist_m, ... GROUP BY creation_time, forecast_date'."
93,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,db,aggregation;group by,NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GFS0P25,creation_time,date,all,"VERIFY: group results by creation_time and forecast_date to support multiple daily forecasts | CONTEXT: If the schema allows multiple forecasts/updates per day, grouping by both creation time and forecast_date ensures accurate aggregation and reporting | WHEN_TO_CHECK: When aggregating or reporting forecast statistics per time period | EXAMPLE_USAGE: Use 'GROUP BY creation_time, forecast_date' and not just one column so that if forecasts are issued multiple times per day, each gets properly represented."
94,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,db,aggregation;join;filter;cte_definition;cast,NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GFS0P25,forecast_date,date,all,"ENSURE: daily average temperature calculations are based only on the next calendar day after creation_time, not other intervals | CONTEXT: To accurately classify precipitation type using next day temperature, only use data from the immediate next day's forecast | WHEN_TO_CHECK: When joining or calculating daily_temp for precipitation classification | EXAMPLE_USAGE: In CTE daily_temp, restrict rows to 'forecast_date = DATE(creation_time) + INTERVAL '1 day'', ensuring JOINs use the correct forecast period rather than multiple days or offsets."
95,sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,db,aggregation;case;cte_definition,NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GLOBAL_FORECAST_SYSTEM.NOAA_GFS0P25,daily_temp,numeric,all,"VERIFY: use computed daily_temp exclusively in precipitation CASE WHEN logic to separate snow vs rain events | CONTEXT: For accurate classification, the daily_avg temperature should be used as the decision variable for weather type | WHEN_TO_CHECK: Whenever output requires separating snow and rain in forecast results | EXAMPLE_USAGE: Implement 'CASE WHEN daily_temp < 1 THEN snow = precip ELSE rain = precip END' logic in SELECT statement to ensure correct meteorological classification."
96,sf_bq321,IDC,generic,aggregation;count;count distinct,all,all,all,all,"VERIFY: The correct table or data source is used for the intended aggregation or analysis | PRINCIPLE: When multiple similar tables exist in a database, each may contain different subsets, formats, or levels of completeness; using the wrong table can lead to incorrect results | WHEN_TO_APPLY: Whenever there is a choice between tables that appear similar or overlapping for a query | EXAMPLE_USAGE: If tasked with counting unique entities (e.g., StudyInstanceUIDs, user_ids, product_ids), first ensure that the table queried contains all relevant records. For example, querying a limited or summary table (e.g., 'SELECT COUNT(DISTINCT user_id) FROM USER_SUMMARY') instead of the complete table ('SELECT COUNT(DISTINCT user_id) FROM USERS') may lead to underreported figures. Always validate which source is canonical for the required data."
97,sf_bq321,IDC,db,aggregation;count;count distinct,all,all,all,"ENSURE: When counting unique StudyInstanceUIDs related to DICOM studies, use IDC.IDC_V17.DICOM_ALL instead of IDC.IDC_V17.DICOM_PIVOT | CONTEXT: The DICOM_ALL table contains the complete set of StudyInstanceUIDs, whereas DICOM_PIVOT may contain a different subset or structure, leading to incorrect counts | WHEN_TO_CHECK: When calculating statistics or aggregations based on unique StudyInstanceUIDs for the IDC database | EXAMPLE_USAGE: For correct unique study counts, use 'SELECT COUNT(DISTINCT StudyInstanceUID) FROM IDC.IDC_V17.DICOM_ALL'. Using 'FROM IDC.IDC_V17.DICOM_PIVOT' can result in mismatched and incomplete study counts.",
98,sf_bq321,IDC,db,all,all,all,all,all,"AVOID: using IDC.IDC_V17.DICOM_PIVOT for queries unless explicitly instructed; use IDC.IDC_V17.DICOM_ALL as the default source | PRINCIPLE: DICOM_ALL is the comprehensive canonical source for DICOM metadata; DICOM_PIVOT is a specialized view with different structure and may lack completeness | WHEN_TO_APPLY: For any query on IDC database requiring DICOM metadata, use DICOM_ALL by default | EXAMPLE_USAGE: Default to 'FROM IDC.IDC_V17.DICOM_ALL' for all DICOM queries. Only use 'FROM IDC.IDC_V17.DICOM_PIVOT' if the question explicitly asks for pivot structure or mentions pivot table."
99,sf_bq321,IDC,db,join;from,all,all,all,all,"ENSURE: When querying segmentation metadata (SegmentedPropertyCategory, SegmentLabel, etc.) or needing to reference SOPInstanceUID for segmentations, join DICOM_ALL with IDC.IDC_V17.SEGMENTATIONS on seg_SOPInstanceUID | CONTEXT: Segmentation-specific metadata like SegmentedPropertyCategory.CodeMeaning is stored in the SEGMENTATIONS table; DICOM_ALL contains the base SOPInstanceUID that references segmentations | WHEN_TO_CHECK: When the query involves segmentation categories, segment labels, or needs to link DICOM instances to their segmentation details | EXAMPLE_USAGE: For segmentation queries, use 'FROM IDC.IDC_V17.DICOM_ALL d JOIN IDC.IDC_V17.SEGMENTATIONS s ON d.SOPInstanceUID = s.seg_SOPInstanceUID'. This join enables access to segmentation-specific fields while maintaining the complete DICOM metadata."
98,sf_bq341,CRYPTO,generic,select,all,address,str,all,"VERIFY: The SELECT clause contains exactly the columns required by the specification/output | PRINCIPLE: Output should match the required structure for column count and names; including extra columns leads to mismatches | WHEN_TO_APPLY: Whenever writing a SELECT statement where the expected result has a specific number of columns or specific names | EXAMPLE_USAGE: If the specification says ""output address,"" use 'SELECT address' only. Do not include additional columns such as 'SELECT address, balance', as this causes column count errors and mismatches against expected outputs."
99,sf_bq341,CRYPTO,db,select;group by;having;order by;limit,all,address,str,all,"ENSURE: Only include the 'address' column in the final SELECT output when the question requires only addresses, excluding 'balance' or other columns | CONTEXT: The relevant table has both 'address' and 'balance' columns, but sometimes only 'address' is required in output; including extra columns results in incorrect results | WHEN_TO_CHECK: When writing a SELECT query for outputs that specify addresses only | EXAMPLE_USAGE: If the table columns are address and balance and the expected result is just a list of addresses, use 'SELECT address FROM table_name'. Avoid 'SELECT address, balance FROM table_name', as this will output an extra column not expected in results."
100,sf_bq349,GEO_OPENSTREETMAP,generic,join;inner join;left join;aggregation;count;group by,all,all,all,Yes,"VERIFY: The JOIN type matches the analytical intent—use INNER JOIN when excluding entities with no matches and LEFT JOIN when including all entities regardless of match | PRINCIPLE: The choice between INNER and LEFT JOIN determines whether unmatched rows are included; using LEFT JOIN during aggregation can inflate counts by including zeros or NULLs | WHEN_TO_APPLY: Any time aggregate functions (COUNT, SUM, etc.) are used after a JOIN, ensure the JOIN type reflects whether you want to count all entities or only those with matches | EXAMPLE_USAGE: If you want to count only groups/entities that have associated records (e.g., boundaries with POIs, customers with orders), use INNER JOIN: 'SELECT b.id, COUNT(*) FROM boundaries b INNER JOIN pois p ON ...'. Using LEFT JOIN instead ('SELECT b.id, COUNT(*) FROM boundaries b LEFT JOIN pois p ON ...') counts all boundaries, even those with no matching POIs, leading to misleading results."
101,sf_bq349,GEO_OPENSTREETMAP,db,join;inner join;left join;aggregation;count;group by,boundary_poi_counts,boundary_poi_counts.poi_count,int,Yes,"ENSURE: Use INNER JOIN instead of LEFT JOIN when counting POIs within boundaries to avoid including boundaries with zero POIs | CONTEXT: In the boundary_poi_counts CTE, boundaries are joined to POIs using ST_CONTAINS; using LEFT JOIN counts boundaries regardless of whether they contain POIs, while INNER JOIN restricts the count to only boundaries that actually contain at least one POI | WHEN_TO_CHECK: When aggregating or counting POIs per boundary in spatial queries involving boundary and POI tables | EXAMPLE_USAGE: When counting boundaries with POIs, verify the JOIN uses INNER JOIN on the spatial predicate: 'FROM boundaries b INNER JOIN pois p ON ST_CONTAINS(b.geom, p.geom)' is correct, as it excludes boundaries with no POIs. 'FROM boundaries b LEFT JOIN pois p ON ST_CONTAINS(b.geom, p.geom)' is incorrect, as it includes boundaries with zero POIs leading to inaccurate counts."
102,sf_bq359,GITHUB_REPOS,generic,aggregation;count,all,all,all,Yes,"ENSURE: aggregation functions specify the correct column and output alias to match expected result schema | PRINCIPLE: In SQL, COUNT(*) counts all rows, whereas COUNT(column) counts only non-NULL entries; also, output column names in SELECT must match expected results for clarity and validation purposes | WHEN_TO_APPLY: Whenever performing aggregations and output formatting for reporting queries | EXAMPLE_USAGE: If expectations are for 'num_commits', use 'COUNT(commit) AS num_commits' in SELECT. Using 'COUNT(*) AS commit_count' can cause both data accuracy and result-format mismatches. Correct: 'SELECT COUNT(commit) AS num_commits'; Incorrect: 'SELECT COUNT(*) AS commit_count'."
103,sf_bq359,GITHUB_REPOS,db,aggregation;count;group by;order by;limit;inner join,stats,stats.commit,all,Yes,"ENSURE: when counting the number of commits in the 'stats' table, use COUNT(s.""commit"") and name the column 'num_commits' to match schema conventions | CONTEXT: The 'stats' table contains a ""commit"" column representing individual commits. Using COUNT(s.""commit"") ensures only non-NULL commit entries are counted, and using 'num_commits' matches output expectations | WHEN_TO_CHECK: When aggregating commit counts from the 'stats' table for reporting or analytics | EXAMPLE_USAGE: When writing 'SELECT COUNT(s.""commit"") AS num_commits FROM stats s', verify the count is over 's.""commit""' and not just 'COUNT(*)'. If you use 'COUNT(*) AS commit_count', it may count all rows regardless of commit field and produce a column name mismatch with expected results."
104,sf_bq421,IDC,generic,from;distinct;group by;count,all,all,all,all,"VERIFY: correct data source/table is used when multiple similar choices exist | PRINCIPLE: When more than one table contains related or overlapping information, always check which is the GOLD (canonical) source to ensure results match expected aggregates and contents | WHEN_TO_APPLY: Whenever a schema presents similarly named tables or versions (e.g., *_ALL vs *_METADATA) | EXAMPLE_USAGE: If a database has both DATA_ALL and DATA_METADATA tables, verify which source table GOLD expects for analysis; using DATA_METADATA might yield incomplete or outdated results, whereas DATA_ALL aggregates the necessary dataset for proper counting and matching."
105,sf_bq421,IDC,db,from,IDC.IDC_V17.DICOM_ALL,all,all,all,"ENSURE: all queries sourcing imaging metadata use IDC.IDC_V17.DICOM_ALL as the FROM table, not IDC.IDC_V17.DICOM_METADATA | CONTEXT: DICOM_ALL contains the comprehensive dataset required to match the expected GOLD output, while DICOM_METADATA may be incomplete or differently structured | WHEN_TO_CHECK: When querying for DICOM-related metadata or performing analysis requiring complete imaging records in IDC.IDC_V17 schema | EXAMPLE_USAGE: When writing a query to pull data on 'embeddingMedium_CodeMeaning', verify that FROM IDC.IDC_V17.DICOM_ALL is used:"
106,sf_bq421,IDC,db,from;select,IDC.IDC_V17.DICOM_ALL,embeddingMedium_CodeMeaning,str,all,Correct: 'SELECT embeddingMedium_CodeMeaning FROM IDC.IDC_V17.DICOM_ALL...'
107,sf_bq421,IDC,db,from;select,IDC.IDC_V17.DICOM_METADATA,embeddingMedium_CodeMeaning,str,all,Incorrect: 'SELECT embeddingMedium_CodeMeaning FROM IDC.IDC_V17.DICOM_METADATA...'
108,sf_bq421,IDC,db,all,all,all,all,all,Using the wrong source table can lead to missing or mismatched values in results.
109,sf_bq429,CENSUS_BUREAU_ACS_2,generic,join,all,all,all,all,"VERIFY: All relevant join keys are included in JOIN conditions, especially when tables have composite, non-unique keys | PRINCIPLE: When joining tables, omitting part of a composite key can cause duplicate or mismatched rows due to ambiguous join logic | WHEN_TO_APPLY: Whenever joining tables where multiple columns together form a unique identifier | EXAMPLE_USAGE: When two tables both have (id1, id2), joining only on 'ON a.id1 = b.id1' can cause duplicates; correct approach is 'ON a.id1 = b.id1 AND a.id2 = b.id2' to ensure one-to-one matching."
110,sf_bq429,CENSUS_BUREAU_ACS_2,generic,distinct;aggregation;group by,all,all,all,all,"CHECK: Use DISTINCT or aggregation to suppress unwanted duplicate rows after joins | PRINCIPLE: Joins can multiply rows if keys are not unique, so DISTINCT (or GROUP BY) should be used in final output to ensure unique results per entity | WHEN_TO_APPLY: After performing joins, when the output shows duplicate rows for the same entity | EXAMPLE_USAGE: If the output contains multiple identical rows for each state, add 'SELECT DISTINCT ...' or GROUP BY to ensure uniqueness."
111,sf_bq429,CENSUS_BUREAU_ACS_2,generic,filter;select,all,all,all,all,"ENSURE: Final SELECT clause matches required output column list and ordering exactly | PRINCIPLE: Output column number, names, and order must match the expected results; extra columns or mismatches lead to incorrect results | WHEN_TO_APPLY: When preparing the SELECT clause for queries designed to match a specific result format | EXAMPLE_USAGE: Do not output extra columns that are not required (e.g., don't include internal keys); ensure only required ones are present in the results."
112,sf_bq429,CENSUS_BUREAU_ACS_2,db,join;left join;on,state_avg_income_diff,state_avg_income_diff.state_code,str,all,"ENSURE: when joining state_avg_income_diff with state_vulnerable_avg, JOIN on both state_code and state_name, not just one of these columns | CONTEXT: Both state_avg_income_diff and state_vulnerable_avg contain state_code and state_name fields and represent state-level aggregates; joining only on state_code can lead to ambiguous matches and duplicate rows | WHEN_TO_CHECK: When joining state-level aggregate tables that both have state_code and state_name | EXAMPLE_USAGE: When writing 'LEFT JOIN state_vulnerable_avg ON s.state_code = v.state_code AND s.state_name = v.state_name', verify both columns are used in the ON clause. Using just 'ON s.state_code = v.state_code' risks joining unrelated state_name values, creating extra rows per state."
113,sf_bq429,CENSUS_BUREAU_ACS_2,db,aggregation;distinct;group by,state_avg_income_diff,all,all,all,"REMEMBER: Use SELECT DISTINCT on state_code, state_name, and avg_income_diff when aggregating state-level results to suppress duplicate state rows in final output | CONTEXT: Duplicates occur when a join creates multiple rows for the same state due to ambiguous key matches; DISTINCT will return only one row per unique set of these columns | WHEN_TO_CHECK: When presenting final output for state-level aggregates, especially after joins with non-unique keys | EXAMPLE_USAGE: When the query's SELECT clause is 'SELECT DISTINCT s.state_code, s.state_name, s.avg_income_diff', verify that no state appears more than once in results. Omitting DISTINCT, as in 'SELECT s.state_code, s.state_name, s.avg_income_diff', may cause multiple identical rows."
114,sf_bq429,CENSUS_BUREAU_ACS_2,db,filter;select,state_avg_income_diff,state_avg_income_diff.state_name,str,all,"ENSURE: Output only the required columns – state_name, avg_income_diff, avg_vulnerable_employees_2017 – in final SELECT, matching target specification | CONTEXT: The GOLD output specifies only these three columns, so extra columns like state_code or unnecessary values must be excluded | WHEN_TO_CHECK: When defining the SELECT clause for queries expected to match a specific output specification | EXAMPLE_USAGE: Final query should be 'SELECT s.state_name, s.avg_income_diff, v.avg_vulnerable_employees_2017' rather than 'SELECT s.state_code, s.state_name, s.avg_income_diff, ...'."
115,sf_bq444,CRYPTO,generic,union all,all,all,all,all,"ENSURE: when retrieving multiple event types, split the queries and combine them with UNION ALL instead of a single filter | PRINCIPLE: Multi-event queries may require distinct criteria that cannot be covered by a single WHERE clause, so combining result sets ensures completeness | WHEN_TO_APPLY: When aggregating distinct entities or event types in any logs/audit table | EXAMPLE_USAGE: For events 'A' and 'B', write two queries—one with WHERE for 'A', one with WHERE for 'B'—and use 'UNION ALL' to combine; relying on 'WHERE type IN ('A', 'B')' may not work if filtering logic differs or hashes must be exact."
116,sf_bq444,CRYPTO,generic,filter;where,all,all,all,all,"VERIFY: that comparison values in WHERE clauses are data type-appropriate (e.g., quoted if strings/hashes) | PRINCIPLE: SQL comparisons must match types (strings in quotes, numbers unquoted) to work as intended and avoid mis-matches | WHEN_TO_APPLY: Whenever filtering by hashes, IDs, or any field that can be interpreted differently by SQL | EXAMPLE_USAGE: When filtering a column for '0xABC', use WHERE col = '0xABC', not WHERE col = 0xABC; missing quotes makes logic fail."
117,sf_bq444,CRYPTO,generic,select,all,all,all,all,"ENSURE: result sets include only the requested columns in correct order | PRINCIPLE: Output format should match requirements exactly (column count, names, order) to avoid unintended errors or misinterpretations | WHEN_TO_APPLY: When finalizing SELECT statements for reporting, API, or downstream use | EXAMPLE_USAGE: If requirements ask for columns (timestamp, id), include only those: 'SELECT timestamp, id', not 'SELECT *' or 'SELECT timestamp, id, extra_column'."
118,sf_bq444,CRYPTO,generic,order by;asc,all,all,all,all,"ENSURE: result sets are ordered as specified by requirements (e.g., ascending timestamp) | PRINCIPLE: Data presentation needs explicit ordering to guarantee predictability, especially for time-based or sequential data | WHEN_TO_APPLY: Whenever returning sorted lists, logs, or time-series data | EXAMPLE_USAGE: Use 'ORDER BY timestamp ASC' for chronological order; missing ordering or incorrect ordering direction leads to out-of-sequence results."
119,sf_bq444,CRYPTO,db,cte_definition;filter;union all,CRYPTO.CRYPTO_ETHEREUM.LOGS,all,all,all,"ENSURE: when querying for mint and burn events, split the events into separate CTEs and combine them with UNION ALL | CONTEXT: The relevant database stores event logs (including mint and burn events) in a single table; to accurately retrieve both event types, separate logic is needed before combining results | WHEN_TO_CHECK: When filtering for multiple distinct event types within logs/events tables | EXAMPLE_USAGE: If needing both mint and burn events, create two CTEs (one for mint, one for burn) filtering by distinct topic hash (e.g., ""topic[0]"" = 'mint_hash' for mint and ""topic[0]"" = 'burn_hash' for burn), then combine with 'UNION ALL' to deliver a unified result set. Using only one filter or not combining will miss one event type."
120,sf_bq444,CRYPTO,db,filter;where,CRYPTO.CRYPTO_ETHEREUM.LOGS,CRYPTO.CRYPTO_ETHEREUM.LOGS.topics,str,all,"VERIFY: ""topics""[0] values are quoted as strings in WHERE clause comparisons | CONTEXT: The ""topics"" array holds hashed string values identifying event types, and these must be matched exactly using quoted literals | WHEN_TO_CHECK: Whenever filtering by event type in the ""topics""[0] field in log tables | EXAMPLE_USAGE: When filtering for events, ensure your WHERE clause matches exact strings: 'WHERE ""topics""[0] = '0x123...'' is correct. Omitting quotes or using unquoted hashes (e.g., WHERE ""topics""[0] = 0x123...) fails to match correctly."
121,sf_bq444,CRYPTO,db,select,CRYPTO.CRYPTO_ETHEREUM.LOGS,all,all,all,"ENSURE: SELECT only the requested output columns, specifically block_timestamp, block_number, transaction_hash | CONTEXT: The output should strictly align with requirements (no extra or missing columns), particularly for event retrieval from logs | WHEN_TO_CHECK: When preparing final SELECT statements for event log queries | EXAMPLE_USAGE: Use 'SELECT block_timestamp, block_number, transaction_hash' in your final statement; including additional columns (e.g., topics, address) deviates from requirements."
122,sf_bq444,CRYPTO,db,order by;asc,CRYPTO.CRYPTO_ETHEREUM.LOGS,CRYPTO.CRYPTO_ETHEREUM.LOGS.block_timestamp,date,all,"ENSURE: the final result is ORDERED BY block_timestamp ascending | CONTEXT: Time-based ordering is required for event log queries to reflect chronological progression | WHEN_TO_CHECK: When presenting result sets that contain timestamps/events | EXAMPLE_USAGE: At the end of your query, verify inclusion of 'ORDER BY block_timestamp ASC'; omitting ordering or using DESC will show events out of chronological order."
123,sf_bq444,CRYPTO,db,all,all,all,all,all,"ENSURE: when querying transaction data with nested VARIANT arrays (inputs/outputs), use LATERAL FLATTEN to decompose arrays before aggregation | PRINCIPLE: TRANSACTIONS tables in CRYPTO databases often store inputs and outputs as VARIANT arrays; these must be flattened with LATERAL FLATTEN before per-item operations | WHEN_TO_APPLY: When calculating address-level balances, transaction values, or any per-input/output aggregations from TRANSACTIONS tables | EXAMPLE_USAGE: For Bitcoin Cash, Dash, or similar cryptocurrencies with nested transaction data, use 'FROM CRYPTO.CRYPTO_X.TRANSACTIONS t, LATERAL FLATTEN(input => t.""inputs"") inp, LATERAL FLATTEN(input => t.""outputs"") out' to access individual input/output items. Then extract fields using 'inp.value[""address""]::string', 'out.value[""value""]::float'. Do NOT use separate INPUTS/OUTPUTS tables unless they are explicitly the correct flat structure for the schema."
123,sf_bq264,all,generic,date;to_date;to_timestamp;to_timestamp_ltz;date_cast;cast,all,all,date,all,"VERIFY: output date columns use correct conversion and formatting, not raw epoch or timezone-mismatched functions | PRINCIPLE: Displayed date fields should be presented using proper date extraction/conversion (e.g., DATE(TO_TIMESTAMP_LTZ(...))) to ensure expected format and timezone | WHEN_TO_APPLY: When displaying or filtering date columns derived from integer epoch fields | EXAMPLE_USAGE: 'SELECT DATE(TO_TIMESTAMP_LTZ(start_date / 1000000)) AS start_date' produces correct date; using 'TO_TIMESTAMP_NTZ(...)' or no conversion results in inconsistent or incorrect date output."
124,sf_bq166,all,generic,join;left join;inner join;filter,all,all,all,Yes,"CHECK: After using LEFT JOIN to preserve all left-side records, apply appropriate NULL filters in WHERE clause to exclude unmatched records if needed | PRINCIPLE: LEFT JOIN includes NULLs for unmatched right-side records; without filtering, these NULLs may cause incorrect aggregations or analytics | WHEN_TO_APPLY: When using LEFT JOIN but analysis requires only records with valid matches | EXAMPLE_USAGE: After 'LEFT JOIN stations s ON t.station_id = s.station_id', add 'WHERE s.station_id IS NOT NULL' to exclude transactions without valid station mappings; omitting this filter includes incomplete records in results."
130,sf_bq450,ETHEREUM_BLOCKCHAIN,db,filter;where;null_handling,TRACES,call_type,str,Yes,"CAUTION: When filtering the call_type column in TRACES table, use an exclusion list with NULL handling instead of a simple equality filter | CONTEXT: The call_type column contains various transaction types (call, delegatecall, callcode, staticcall, etc.) and may have NULL values. To correctly include all standard calls while excluding special call types, use NOT IN with an OR IS NULL clause | WHEN_TO_CHECK: When filtering transactions by call_type to exclude delegatecall, callcode, and staticcall | EXAMPLE_USAGE: Correct: 'WHERE (""call_type"" NOT IN ('delegatecall','callcode','staticcall') OR ""call_type"" IS NULL)'; this includes standard calls and NULL entries. Incorrect: 'WHERE ""call_type"" = 'call''; this excludes NULL values and potentially other valid call types. The exclusion approach ensures all non-special-call transactions are included."
