mem_id,instance_id,db,scope,sql_operations,table,column,data_type,nulls,rule
88,local163,education_business,generic,cte_definition;subquery,all,all,all,all,"ENSURE: All referenced subqueries or CTEs are defined and appear in the correct order before they are used in the final SELECT | PRINCIPLE: SQL queries using WITH (CTE) clauses require each intermediate step to be properly defined and sequenced before being referenced; otherwise, unrecognized names cause query execution to fail | WHEN_TO_APPLY: Whenever constructing queries that depend on results from earlier CTEs or subqueries in the SELECT or FROM clause | EXAMPLE_USAGE: If a query tries to SELECT from a logical table called min_diff but min_diff is not defined in the WITH clause beforehand, the query will raise an error. The correct approach is to define each needed CTE (rank_avg → with_diff → min_diff) in order, then SELECT from them. For example: WITH a AS (...), b AS (...) SELECT * FROM b -- CORRECT. WITH a AS (...) SELECT * FROM b -- INCORRECT: b is not defined."
89,local163,education_business,generic,filter;cte_definition,all,all,all,all,"CHECK: Query readability and structure match execution requirements by tracing each SELECT's source upstream to ensure all dependencies are satisfied | PRINCIPLE: Query logic must align so that every step's input (table or CTE) is explicitly available at time of execution | WHEN_TO_APPLY: When iterating or debugging queries with layered logic and multiple WITH clauses | EXAMPLE_USAGE: When updating or reordering SQL logic, always walk through the WITH chain and final SELECT to verify that each reference is defined above its use; missing or out-of-sequence definitions will break query execution."
90,local197,SQLITE_SAKILA,db,strftime;group by;aggregation,orders,orders.date,date,all,"ENSURE: when extracting the 'month' from date values in the orders table, use strftime with '%m' (not '%Y-%m') if only the month number is required (e.g., '01', '02', etc.) | CONTEXT: The orders table contains a date column; misusing the extraction format can add unintended year info or alter output granularity | WHEN_TO_CHECK: Whenever grouping or presenting results based on the 'month' extracted from the orders.date column | EXAMPLE_USAGE: Correct: strftime('%m', orders.date) as month returns '01'-'12' for month grouping; incorrect: strftime('%Y-%m', orders.date) returns 'YYYY-MM', which includes the year and changes the grouping, potentially producing more groups than desired for pure month analysis"
91,local197,SQLITE_SAKILA,generic,strftime;group by;aggregation;filter,all,all,all,all,"VERIFY: string date extractions use the correct format to match the intended output and grouping level | PRINCIPLE: The pattern in date extraction (e.g., 'YYYY-MM' vs 'MM') directly impacts the level of aggregation/grouping and the values produced | WHEN_TO_APPLY: Whenever using date extraction/string formatting functions to group, filter, or display date-based aggregates | EXAMPLE_USAGE: If you intend to group by month regardless of year, use date extraction like strftime('%m', date_col); if you mistakenly use strftime('%Y-%m', date_col), the result will split data by both year and month (e.g., '2022-01', '2023-01') instead of just by month ('01'), which can lead to mismatched or overly granular results compared to the expected output"
92,local209,delivery_center,db,count distinct;aggregation;join;filter,orders,orders.order_id,int,all,"ENSURE: COUNT(DISTINCT order_id) is used for counting unique orders in both the numerator and denominator after appropriate JOINs between the deliveries, orders, and stores tables | CONTEXT: order_id uniquely identifies an order and aggregating on other fields or with wrong DISTINCT usage may overcount, especially when multiple records exist per order in deliveries or orders | WHEN_TO_CHECK: When calculating ratios or metrics involving the number of orders delivered vs total orders, particularly when joining deliveries with orders and filtering on stores | EXAMPLE_USAGE: Correct - COUNT(DISTINCT o.order_id) after joining deliveries d ON d.order_id = o.order_id and filtering by store_id; Incorrect - COUNT(*) or COUNT(DISTINCT delivery_order_id), which would inflate counts if there are multiple delivery records per order."
93,local209,delivery_center,db,join;filter,deliveries,deliveries.order_id,int,all,"ENSURE: Joins between deliveries, orders, and stores use order_id to link deliveries to orders and store_id to restrict results to the relevant store | CONTEXT: Correct join conditions are necessary to avoid counting deliveries or orders for the wrong store | WHEN_TO_CHECK: When extracting delivered order counts for a specific store from joined deliveries and orders tables | EXAMPLE_USAGE: Correct - JOIN deliveries d ON d.order_id = o.order_id and filter WHERE o.store_id = X; Incorrect - join only on delivery_order_id or without ensuring the correct store context."
94,local209,delivery_center,generic,aggregation;count distinct;join,all,all,all,all,"VERIFY: Aggregation grain matches the intended entity being counted, and use COUNT(DISTINCT key) if a one-to-many relationship exists between joined tables | PRINCIPLE: When joining tables that can multiply rows (e.g., one order may appear multiple times in deliveries), aggregate using DISTINCT on the true unique key of interest to avoid inflated counts | WHEN_TO_APPLY: Whenever calculating counts after a join where row-multiplication may occur due to one-to-many relationships | EXAMPLE_USAGE: When counting orders delivered, use COUNT(DISTINCT order_id) after a JOIN that can produce multiple rows per order; do not use COUNT(*) or COUNT(DISTINCT delivery_record_id) unless measuring deliveries themselves."
95,local209,delivery_center,generic,aggregation;count distinct;ratio,all,all,all,all,"ENSURE: The same logic and key column are used in both numerator and denominator when calculating ratios, to guarantee a fair comparison | PRINCIPLE: Using different identifiers or aggregation logic in ratio calculations (e.g., numerator uses DISTINCT order_id, denominator uses COUNT(*)) can distort results due to mismatches in counting logic | WHEN_TO_APPLY: Whenever constructing ratios between two aggregate counts related to the same entity | EXAMPLE_USAGE: When creating a completion ratio of delivered to total orders, ensure both the delivered count and total order count are derived via COUNT(DISTINCT order_id) so both counts measure true unique orders."
96,local218,EU_soccer,db,aggregation;median;cast,team_and_opponent_avg_goals,team_and_opponent_avg_goals.median_max_goals,int,all,"ENSURE: When outputting calculated values like median_max_goals derived from team_and_opponent_avg_goals, CAST to INTEGER if the expected result is meant to be a whole number | CONTEXT: The team_and_opponent_avg_goals table contains data from the database, and incorrect casting (e.g., REAL instead of INTEGER) affects the output type and value | WHEN_TO_CHECK: When selecting calculated aggregate values like median_max_goals from statistics derived from team_and_opponent_avg_goals | EXAMPLE_USAGE: If the correct output should be an integer (like 48), verify that 'CAST(... AS INTEGER)' is used. If 'CAST(... AS REAL)' is used, the result might be improperly formatted, for example, returning 48.0 instead of 48."
97,local218,EU_soccer,generic,cast,all,all,int,all,"VERIFY: Output columns match the required data type in the specification | PRINCIPLE: Type mismatches (e.g., returning a numeric value as a REAL/float when an INTEGER is needed) can cause otherwise correct queries to fail validation | WHEN_TO_APPLY: Whenever the specification or expected results require an integer or a precise data type for an output column | EXAMPLE_USAGE: When the output should be an integer (e.g., 48), ensure columns are cast as INTEGER. For example, 'SELECT CAST(value AS INTEGER)' is correct; 'SELECT CAST(value AS REAL)' or leaving it uncast as a float can cause mismatches like 48.0 instead of 48."
98,local228,IPL,db,aggregation;join;filter;select,all,all,all,all,"ENSURE: When returning stats for both batsmen and bowlers, include batsman_id, batsman_name, bowler_id, and bowler_name columns in the SELECT list for proper identification and output completeness | CONTEXT: The database tracks player data across multiple tables and correct identification requires explicit selection of both IDs and names for batsmen and bowlers | WHEN_TO_CHECK: Whenever summarizing or outputting stats involving both batsmen and bowlers from the player or match events tables | EXAMPLE_USAGE: CORRECT – SELECT batsman_id, batsman_name, bowler_id, bowler_name, runs, wickets ... INCORRECT – SELECT runs, wickets ... (missing player identification columns leads to incomplete results or inability to attribute stats)."
99,local228,IPL,db,aggregation;group by;row_number;rank;partition by,all,all,all,all,"ENSURE: To rank batsmen by total runs and bowlers by total wickets, aggregate runs/wickets separately using GROUP BY on batsman_id and bowler_id, respectively, before performing ranking and joining for combined outputs | CONTEXT: Proper aggregation of player stats relies on correct grouping for each role; mixing or incomplete aggregation results in ranking errors or stat omissions | WHEN_TO_CHECK: When calculating leaderboards or top-N lists for batsmen and bowlers | EXAMPLE_USAGE: CORRECT – GROUP BY batsman_id for batsman runs; GROUP BY bowler_id for bowler wickets before RANK or ROW_NUMBER. INCORRECT – Missing the groupings causes all stats to be clumped together or misattributed."
100,local228,IPL,generic,aggregation;group by;row_number;rank;partition by;join,all,all,all,all,"VERIFY: Aggregations for different entities (e.g., separate leaderboards for two player roles) are built in isolation before merging or presenting them together | PRINCIPLE: Parallel aggregations require independent grouping and ranking for each entity type prior to any joins or combined outputs | WHEN_TO_APPLY: When a single result set must present summarized stats for two (or more) distinct groupings, such as players in different roles or multiple metric types | EXAMPLE_USAGE: When summarizing both 'A-type' and 'B-type' entities (e.g., batsmen/wickets, salespeople/sales regions), first GROUP BY and aggregate for each entity type independently to build their rankings. Only then merge or output combined rows. If you attempt to aggregate or rank without isolating by entity type, you risk mixing stats and producing invalid rankings or outputs."
101,local228,IPL,generic,select;filter,all,all,all,all,"ENSURE: Output specification columns, such as player IDs and names, must be explicitly selected to match required result sets, not just aggregate values | PRINCIPLE: For traceability and requirements alignment, details needed for identification in the result must be taken from base tables and not omitted during intermediate transformations | WHEN_TO_APPLY: When the expected result includes ID or name columns along with aggregated measures | EXAMPLE_USAGE: If the desired output includes both id, name, and total_sales columns, structure the final SELECT as SELECT id, name, total_sales FROM ... Not returning id and name makes cross-verification or downstream use impossible even if totals are correct."
102,local244,music,db,case;group by;aggregation;cast;round;where;left join;order by;coalesce,Track,Track.Milliseconds,numeric,all,"ENSURE: when categorizing entries in the activities table by duration, use the actual calculated minute thresholds from duration_minutes data rather than static/fixed values | CONTEXT: The activities table’s duration_minutes column provides real activity durations, and category boundaries may shift depending on actual data distribution; using static thresholds (e.g., always 3/5 mins) can lead to misclassification | WHEN_TO_CHECK: When defining or updating category assignments (such as Short, Medium, Long) for rows from the activities table based on duration_minutes | EXAMPLE_USAGE: When binning activities: instead of 'CASE WHEN duration_minutes <= 3 THEN ""Short"" WHEN duration_minutes <= 5 THEN ""Medium"" ELSE ""Long""', first calculate the correct min/max thresholds from the activities.duration_minutes values and use these as dynamic boundaries, e.g., 'CASE WHEN duration_minutes <= shortest_max THEN ""Short"" WHEN duration_minutes <= medium_max THEN ""Medium"" ELSE ""Long""'."
103,local244,music,db,order by;case;group by;aggregation;round;coalesce;left join,Track,all,all,all,"ENSURE: ordering of categorized results (Short, Medium, Long) follows the intended sequence using an explicit CASE in ORDER BY rather than relying on default sorting | CONTEXT: The output sequence for categories matters; relying on lexicographical or value-based default sorting may cause mismatches if queried categories are not ordered explicitly | WHEN_TO_CHECK: When producing ordered output for grouped categories from activities, especially when aggregating or reporting by duration-based labels | EXAMPLE_USAGE: Use 'ORDER BY CASE WHEN category = ""Long"" THEN 1 WHEN category = ""Short"" THEN 2 WHEN category = ""Medium"" THEN 3 END' to control the presentation order, instead of generic ORDER BY or GROUP BY which can change order across database engines."
104,local244,music,generic,case;group by;aggregation;cast;round;where,all,all,all,all,"VERIFY: category boundaries are derived from the true data distribution, not from static thresholds unless business rules specify otherwise | PRINCIPLE: Using static limits for value bucketing can be incorrect if real data distribution or requirements shift; thresholds should be dynamically sourced from the underlying records | WHEN_TO_APPLY: When assigning data into labeled bins (e.g., duration categories, size buckets, age groups) in any SQL analysis | EXAMPLE_USAGE: If binning durations, do not use 'CASE WHEN value < 5 THEN ...', instead query for the actual cutoff points like 'SELECT MIN(duration), MAX(duration), PERCENTILE_CONT(...),' and use these values to construct boundaries."
105,local244,music,generic,order by;case;group by;aggregation;round,all,all,all,all,"ENSURE: explicit ordering logic for labeled categories in query outputs to avoid accidental mismatches due to default order differences | PRINCIPLE: Output order may matter for testing or reporting; WITHOUT explicit control, default sorting can yield mismatches across platforms or runs | WHEN_TO_APPLY: When presenting grouped or categorized summary data where the order is meaningful or validated | EXAMPLE_USAGE: Add 'ORDER BY CASE WHEN category = ""A"" THEN 1 WHEN category = ""B"" THEN 2 END' rather than relying on 'ORDER BY category', to guarantee the expected output sequence regardless of category label lexicographical order."
106,local262,stacking,db,join;left join;aggregation;count;group by;where;coalesce;order by,all,all,int,all,"ENSURE: When comparing stack model performance against total solution submissions, use the correct direction in the comparison for better_count and sol_count to reflect ""Stack outperformed"" scenarios | CONTEXT: better_count (number of times Stack outperforms all other models for a problem) and sol_count (total submissions for a problem) are both derived from the problems table and associated scoring/event tables; the logical check is that better_count > sol_count, not the reverse | WHEN_TO_CHECK: When joining/interpreting aggregate counts from model performance events vs total solution counts on problem name | EXAMPLE_USAGE: The correct filter is 'WHERE better_count > sol_count' to find problems where Stack outperformed in more events than there were solution occurrences; reversing the comparison wrongly yields problems where Stack was worse."
107,local262,stacking,generic,comparison;aggregation;count;group by;where;having,all,all,all,all,"VERIFY: Directionality of comparisons between aggregate statistics matches the intended query logic | PRINCIPLE: In aggregations that compare counts or sums (e.g., number of events of type A vs type B), the order of comparison must match the question logic (""more than"", ""fewer than"", etc.) or results will reflect the inverse of the intent | WHEN_TO_APPLY: Whenever constructing WHERE or HAVING clauses that compare two column aggregates derived from groupings over similar keys | EXAMPLE_USAGE: If tasked to select groups where metric1 exceeds metric2, use 'WHERE metric1 > metric2'; using 'metric1 < metric2' reverses the meaning, possibly yielding the complement set and fundamentally altering the answer. Always test that your logical comparison reflects the scenario described in the question."
108,local264,stacking,db,where;filter,model_score,model_score.model,str,No,"ENSURE: When analyzing or counting models in the model_score table, exclude rows where model = 'Stack' by applying a WHERE ms.model <> 'Stack' filter | CONTEXT: The model_score table includes entries where ms.model can be 'Stack', which should not be included in aggregate statistics related to individual model performance | WHEN_TO_CHECK: Whenever calculating metrics or aggregating over the model_score table related to model performance | EXAMPLE_USAGE: To count the number of best-performing models per group, add 'WHERE ms.model <> 'Stack'' to avoid inflating results with stack models. Without this, counts will be inflated by entries labeled 'Stack'."
109,local264,stacking,db,row_number;partition by;order by;window;aggregation,model_score,model_score.test_score,numeric,all,"ENSURE: Only include the highest test_score per group (name, version, step) from model_score by using ROW_NUMBER() OVER (PARTITION BY name, version, step ORDER BY test_score DESC, model ASC) and limiting to rows with rn = 1 | CONTEXT: Multiple models with the same name, version, and step can exist in model_score; only the top scoring model should be considered for analysis | WHEN_TO_CHECK: When identifying or counting best-performing models for each unique (name, version, step) combination | EXAMPLE_USAGE: Use a window function to flag the top test_score: 'ROW_NUMBER() OVER (PARTITION BY ms.name, ms.version, ms.step ORDER BY ms.test_score DESC, ms.model ASC) as rn', then filter with 'WHERE rn = 1'. Neglecting this leads to double-counting of models with lower scores in the same group."
110,local264,stacking,db,join,model_score,all,all,all,"ENSURE: JOIN between model_score and model tables only on name and version columns and avoid including step in the join clause | CONTEXT: model_score and model tables can be related via name and version; including the step column in the join can improperly limit or exclude valid row matches, affecting the result set | WHEN_TO_CHECK: Whenever combining model_score with model for enrichment or filtering | EXAMPLE_USAGE: Use 'ON ms.name = m.name AND ms.version = m.version' for correct joins. Adding 'AND ms.step = m.step' wrongly restricts the join, potentially omitting or duplicating model information."
111,local264,stacking,generic,where;filter;aggregation,all,all,str,all,"ENSURE: Apply explicit exclusion filters for special-case categories that should not be included in aggregate results | PRINCIPLE: Certain label values (e.g., 'Stack', 'Total', 'Unknown') may be present as rows but semantically should be excluded from specific analytics | WHEN_TO_APPLY: Whenever the data set includes named special-case categories and the analysis is intended to focus on base cases or individual entities | EXAMPLE_USAGE: When counting the number of unique contributors to a score, add 'WHERE entity <> 'Stack'' or relevant exclusion logic; failing to do so can result in inflated aggregates and misleading statistics."
112,local264,stacking,generic,row_number;partition by;order by;window;aggregation,all,all,all,all,"VERIFY: Use window functions to select only the top row per group based on a ranking metric before aggregating | PRINCIPLE: Without filtering to the best (e.g., via ROW_NUMBER()/RANK()), aggregating will produce multiple rows per group and overcount | WHEN_TO_APPLY: Whenever multiple records share the same group identifiers and only the best/first/unique row should be counted per group | EXAMPLE_USAGE: When grouping by keys like (name, version, step), use 'ROW_NUMBER() OVER (PARTITION BY ... ORDER BY metric DESC)' and filter to 'rn = 1'. If not applied, aggregation (e.g., COUNT) will multiply results by the number of non-unique rows per group."
113,local264,stacking,generic,join,all,all,all,all,"VERIFY: JOINs do not include excessive key columns that improperly restrict or fragment valid relationships | PRINCIPLE: Over-specifying JOIN conditions with extra columns can prevent correct matching, causing missed or fragmented records | WHEN_TO_APPLY: When linking two tables where the relationship does not always include all columns present in both | EXAMPLE_USAGE: If one table tracks versions and steps, but another is only unique by (name, version), joining with 'AND step = step' can omit or duplicate data. The correct pattern is to JOIN on only the columns that define the true relationship."
114,local301,bank_sales_trading,db,group by;aggregation;sum;filter;where;order by;round;division;cast,cleaned_weekly_sales,cleaned_weekly_sales.week_date,date,all,"ENSURE: when calculating before_effect and after_effect metrics by year, use the 4 consecutive week_date values immediately before and immediately after June 15 for each year, with ""after"" including the week containing June 15 | CONTEXT: week_date column stores the weekly granularity for period selection; incorrect week alignments lead to mismatched before/after comparisons and metric errors | WHEN_TO_CHECK: When grouping or aggregating data from the table with week_date for ""before"" and ""after"" effect analysis around a fixed date (such as June 15) each year | EXAMPLE_USAGE: To compute 2020's before_effect, sum values where week_date IN ('2020-05-18', '2020-05-25', '2020-06-01', '2020-06-08'); for after_effect, sum values where week_date IN ('2020-06-15', '2020-06-22', '2020-06-29', '2020-07-06'). Using the wrong set—like missing '2020-06-15' from the ""after"" group or including non-adjacent weeks—produces incorrect change_amount and percent_change."
115,local301,bank_sales_trading,generic,aggregation;sum;filter,all,all,all,all,"VERIFY: that ""before"" and ""after"" period groupings in effect-change analyses use consistent, adjacent and non-overlapping intervals anchored to the intended key date, with ""after"" including the event/start date if required | PRINCIPLE: Accurate effect size measurement depends on symmetric, precisely anchored periods when aggregating time-series data around an inflection point | WHEN_TO_APPLY: Whenever computing changes across a ""before/after"" temporal split, especially for annual or event-based comparisons | EXAMPLE_USAGE: When calculating the impact of a policy starting June 15, the ""after"" period should include June 15 as the first week if that's the analysis logic, and the ""before"" should cover the four preceding, consecutive calendar weeks. Using incorrectly shifted or overlapping intervals leads to under- or over-estimation of effects."
116,local197,SQLITE_SAKILA,db,cast;substr;group by;order by;sum;lag;partition by;round;abs;where;limit,all,month,date,all,"ENSURE: when working with the 'month' column in the table, extract the numeric month component as an integer when only the month number is required rather than keeping the 'YYYY-MM' string format | CONTEXT: The 'month' column stores data in 'YYYY-MM' format; certain queries require only the month number as an integer for correct output, matching, or grouping | WHEN_TO_CHECK: When the output or grouping criteria should be the month number from the 'month' column | EXAMPLE_USAGE: Using 'CAST(substr(month, 6, 2) AS INTEGER)' to extract '7' from '2005-07' is correct when only the month number is needed. Returning '2005-07' (the string) instead causes mismatched results if an integer month is expected."
117,local197,SQLITE_SAKILA,generic,cast;substr;group by;order by;sum;lag;partition by;round;abs;where;limit,all,all,all,all,"VERIFY: when extracting a date or month component from a string-formatted date field, use explicit string functions and type casting to match the required output type (e.g., integer for month) | PRINCIPLE: String-formatted dates require parsing to correctly extract components for accurate comparison or display | WHEN_TO_APPLY: Whenever the underlying data column contains a date in string format and the query or output requires only a subcomponent (e.g., month, year) as integer | EXAMPLE_USAGE: If a column contains 'YYYY-MM', use 'CAST(SUBSTR(field, 6, 2) AS INTEGER)' to get month 7 from '2005-07' rather than outputting '2005-07' directly. Returning the full string gives the wrong type or format for expected numeric output."
