mem_id,instance_id,db,scope,sql_operations,table,column,data_type,nulls,rule
104,bq268,ga360,db,null_handling,ftm,ftm.first_mobile_txn_date,date,Yes,"ENSURE: when determining last_event_date in the user_last_event CTE, choose ftm.first_mobile_txn_date whenever both lvm.last_mobile_visit_date and ftm.first_mobile_txn_date are non‐NULL instead of using GREATEST() | CONTEXT: user_last_event CTE pulls lvm.last_mobile_visit_date and ftm.first_mobile_txn_date to compute a single last_event_date, and using GREATEST() here overstates the “last” event by always picking the chronologically later date regardless of business intent | WHEN_TO_CHECK: whenever writing or reviewing the CASE expression in user_last_event CTE | EXAMPLE_USAGE: Correct: CASE WHEN lvm.last_mobile_visit_date IS NOT NULL AND ftm.first_mobile_txn_date IS NOT NULL THEN ftm.first_mobile_txn_date … END Incorrect: CASE WHEN lvm.last_mobile_visit_date IS NOT NULL AND ftm.first_mobile_txn_date IS NOT NULL THEN GREATEST(lvm.last_mobile_visit_date, ftm.first_mobile_txn_date) … END"
105,bq268,all,generic,null_handling,all,all,all,all,"VERIFY: CASE logic must reflect business priority when choosing among multiple date columns, not just use date‐max functions | PRINCIPLE: Blindly applying GREATEST() or MAX() can violate business rules if one event type should be preferred over another even when it’s earlier | WHEN_TO_APPLY: whenever selecting a “last” or “primary” date from two or more event‐date columns | EXAMPLE_USAGE: When you have abstract columns A_date and B_date and business dictates B_date represents the true last event: Correct: CASE WHEN A_date IS NOT NULL AND B_date IS NOT NULL THEN B_date … END Incorrect: GREATEST(A_date, B_date)"
106,bq268,all,generic,null_handling,all,all,all,Yes,"CHECK: Explicit NULL checks in CASE branches should precede any fallback to built‐in functions | PRINCIPLE: CASE branches are evaluated in order; missing an IS NOT NULL check before a function can lead to unintended branches executing | WHEN_TO_APPLY: in any derived column logic that mixes null checks with functions like GREATEST(), COALESCE(), or MAX() | EXAMPLE_USAGE: When deriving combined_date from X_date and Y_date: Correct: CASE WHEN X_date IS NOT NULL AND Y_date IS NOT NULL THEN Y_date WHEN X_date IS NOT NULL THEN X_date WHEN Y_date IS NOT NULL THEN Y_date END Incorrect: CASE WHEN X_date IS NOT NULL AND Y_date IS NOT NULL THEN GREATEST(X_date, Y_date) ELSE COALESCE(X_date, Y_date) END"
107,bq268,ga360,question,NA,NA,NA,NA,NA,"The logic for selecting the last_event_date was simplified to always choose the first mobile transaction date when both a mobile visit and a mobile transaction exist, correcting the overestimation and producing the correct maximum day gap."
108,bq290,noaa_data,db,filter,valid_readings,valid_readings.temp,numeric,all,ENSURE: filter invalid readings in valid_readings by using g.temp != 9999.9 instead of g.max or g.min | CONTEXT: valid_readings table alias g stores temperature readings with sentinel value 9999.9 in the temp column | WHEN_TO_CHECK: When building the WHERE clause to exclude sentinel or invalid temperature readings | EXAMPLE_USAGE: Correct: … FROM valid_readings g WHERE g.temp != 9999.9 … Incorrect: … FROM valid_readings g WHERE g.max != 9999.9 AND g.min != 9999.9
109,bq290,noaa_data,db,aggregation,country_daily,country_daily.temp,numeric,all,"ENSURE: aggregate temperatures in country_daily CTE with MAX(temp) and MIN(temp), not MAX(max) or MIN(min) | CONTEXT: country_daily CTE computes daily temperature extremes per country and must reference the actual temp column, not flagged max/min columns | WHEN_TO_CHECK: When defining the SELECT list for calculating daily max_temp and min_temp in country_daily | EXAMPLE_USAGE: Correct: country_daily AS ( SELECT date, country, MAX(temp) AS max_temp, MIN(temp) AS min_temp FROM valid_readings … Incorrect: country_daily AS ( SELECT date, country, MAX(max) AS max_temp, MIN(min) AS min_temp FROM valid_readings …"
110,bq290,noaa_data,db,filter;where,all,all,all,all,"ENSURE: Filter out invalid weather stations by excluding records where USAF code equals '999999' when performing analysis over station data | PRINCIPLE: USAF code '999999' represents invalid or placeholder station identifiers in NOAA datasets and should be excluded to ensure data quality and accurate analysis | WHEN_TO_APPLY: When querying weather station data, especially when aggregating statistics, counting stations, or analyzing station-level metrics | EXAMPLE_USAGE: Incorrect: SELECT COUNT(*) FROM stations; Correct: SELECT COUNT(*) FROM stations WHERE usaf != '999999'; Also applies to station identifiers in related tables like GSOD where station filtering is needed."
111,bq290,all,generic,filter,all,all,all,all,"ENSURE: sentinel-value filters should be applied directly on the measurement column, not on derived or flag columns | PRINCIPLE: Direct filtering on raw data columns prevents logical errors and simplifies query conditions | WHEN_TO_APPLY: When cleaning data containing sentinel or placeholder values prior to aggregation or joins | EXAMPLE_USAGE: Correct: WHERE measurement != 999 Incorrect: WHERE measurement_min != 999 AND measurement_max != 999"
112,bq290,all,generic,filter;aggregation,all,all,all,all,"VERIFY: aggregation functions must target the same column used in sentinel-value filters | PRINCIPLE: Excluding invalid data only works if the filter predicate and the aggregate function reference the same measurement column | WHEN_TO_APPLY: Whenever you filter out sentinel or invalid values before performing MAX, MIN, AVG, etc. | EXAMPLE_USAGE: Correct: SELECT MAX(value) FROM readings WHERE value != -1; Incorrect: SELECT MAX(value) FROM readings WHERE status_flag != -1;"
113,bq290,noaa_data,question,NA,NA,NA,NA,NA,The original query aggregated on the wrong columns (`max`/`min`) and filtered their flags; switching to aggregate and filter on `temp` aligned results with the GOLD SQL.
114,bq290,noaa_data,generic,aggregation;avg;divide;safe_divide,all,all,numeric,all,"ENSURE: Use simple aggregation functions (AVG, SUM) unless query explicitly requires weighted calculations; avoid SAFE_DIVIDE for weighted averages when AVG works | PRINCIPLE: When aggregating values like temperature, trip_duration, or income, AVG(column) is sufficient unless requirement explicitly asks for population-weighted average; using SAFE_DIVIDE(SUM(column * weight), SUM(weight)) unnecessarily complicates the query when AVG produces correct results | WHEN_TO_APPLY: Use AVG, SUM, COUNT for standard aggregations; only use SAFE_DIVIDE with weighted calculations if requirement explicitly specifies weighted average, population-weighted, or similar complex aggregation | EXAMPLE_USAGE: For aggregating temperature by region, 'AVG(temp) AS avg_temp' is correct; using 'SAFE_DIVIDE(SUM(temp * station_count), SUM(station_count))' is incorrect unless weighted average is explicitly required. Similarly for trip duration: use AVG(duration) unless question asks for distance-weighted or passenger-weighted average."
115,bq302,stackoverflow,db,filter,monthly_python,monthly_python.python_questions,int,Yes,"ENSURE: include “WHERE p.python_questions IS NOT NULL” when filtering by python_questions | CONTEXT: the query uses table alias p with column python_questions; months that have no python questions appear as NULL and must be excluded to match the expected row count | WHEN_TO_CHECK: whenever selecting month-level python question counts from table alias p | EXAMPLE_USAGE: Correct: ```sql SELECT REPLACE(m.month_index, '-', '') AS month_index, p.python_questions FROM month_table m JOIN python_stats p ON m.month_index = p.month_index WHERE p.python_questions IS NOT NULL; ``` Incorrect (returns extra NULL rows): ```sql SELECT REPLACE(m.month_index, '-', '') AS month_index, p.python_questions FROM month_table m JOIN python_stats p ON m.month_index = p.month_index; ```"
116,bq302,stackoverflow,db,string parsing,months_2022,months_2022.month_index,str,all,"VERIFY: apply `REPLACE(m.month_index, '-', '') AS month_index` to normalize month_index to ‘YYYYMM’ | CONTEXT: column m.month_index stores values like ‘2022-01’ but the expected output requires ‘202201’ format | WHEN_TO_CHECK: when selecting or displaying the month_index column for reporting or joins | EXAMPLE_USAGE: Correct: ```sql SELECT REPLACE(m.month_index, '-', '') AS month_index FROM month_table m; ``` Incorrect (retains hyphen, mismatches expected format): ```sql SELECT m.month_index AS month_index FROM month_table m; ```"
117,bq302,all,generic,filter,all,all,all,Yes,"VERIFY: filter out NULL metric values before aggregation or display | PRINCIPLE: including NULLs for a key metric can introduce unintended rows or miscount totals; explicit `WHERE metric IS NOT NULL` ensures only meaningful data is processed | WHEN_TO_APPLY: whenever querying a column that represents a count, measurement, or key indicator and NULL indicates absence of data | EXAMPLE_USAGE: Correct: ```sql SELECT category, measurement FROM data_table WHERE measurement IS NOT NULL; ``` Incorrect: ```sql SELECT category, measurement FROM data_table; ```"
118,bq302,all,generic,string parsing,all,all,str,all,"ENSURE: standardize string-based keys by removing delimiters with string functions | PRINCIPLE: formatting characters (e.g., hyphens, slashes) in string keys can prevent correct sorting, filtering, or matching; using functions like `REPLACE` yields a consistent format | WHEN_TO_APPLY: when outputting or comparing date-like or code-like string columns that include separators | EXAMPLE_USAGE: Correct: ```sql SELECT REPLACE(code, '-', '') AS clean_code FROM codes_table; ``` Incorrect: ```sql SELECT code AS clean_code FROM codes_table; ```"
119,bq302,stackoverflow,question,NA,NA,NA,NA,NA,"Filtered out months lacking python questions with `WHERE p.python_questions IS NOT NULL` and reformatted month_index by removing hyphens (`REPLACE(m.month_index, '-', '')`) to produce ‘YYYYMM’, aligning row count and format with the GOLD result."
120,bq327,world_bank,db,all,bigquery-public-data.world_bank_intl_debt.international_debt,all,all,all,REMEMBER: use `bigquery-public-data.world_bank_intl_debt.international_debt` as the source for country debt indicators | CONTEXT: Queries on international debt must reference this dedicated table rather than health or other population tables | WHEN_TO_CHECK: When specifying the FROM clause for debt-related queries | EXAMPLE_USAGE: Correct:
121,bq327,world_bank,db,filter,international_debt,international_debt.country_code,str,all,"ENSURE: filter `country_code` with the three-letter ISO code in `international_debt` (e.g., 'RUS') | CONTEXT: The international_debt table stores country codes in ISO alpha-3 format; using a two-letter code returns zero rows | WHEN_TO_CHECK: When writing WHERE clauses on country_code in this table | EXAMPLE_USAGE: Correct:"
122,bq327,world_bank,db,filter,international_debt,all,str,all,"VERIFY: do not apply debt-specific LIKE filters on `indicator_name` or `indicator_code` in `international_debt` | CONTEXT: The international_debt dataset exclusively contains debt indicators, so filtering on LIKE '%debt%' is redundant and excludes valid rows | WHEN_TO_CHECK: When constructing WHERE clauses against this table | EXAMPLE_USAGE: Correct:"
123,bq327,all,generic,all,all,all,all,all,"VERIFY: the selected table must align with the data domain of the query | PRINCIPLE: Using the correct source table ensures data context matches query intent and avoids missing or irrelevant rows | WHEN_TO_APPLY: Whenever writing the FROM clause for a thematic query (e.g., sales, inventory, health) | EXAMPLE_USAGE: Correct:"
124,bq327,all,generic,filter,all,all,all,all,"ENSURE: filter values match the column’s code format (e.g., two-letter vs three-letter codes) | PRINCIPLE: Mismatched code formats yield no results or incomplete datasets because the filter doesn’t match stored values | WHEN_TO_APPLY: When applying WHERE filters on code columns such as country_code, product_code, etc. | EXAMPLE_USAGE: Correct:"
125,bq327,all,generic,filter,all,all,all,all,"CHECK: avoid redundant filters that replicate the table’s inherent scope | PRINCIPLE: Applying filters redundant with the table’s focus can unnecessarily shrink result sets and indicate schema misunderstandings | WHEN_TO_APPLY: When filtering fields already implied by the table’s domain (e.g., genre filters on a genre-specific table) | EXAMPLE_USAGE: Correct:"
126,bq327,world_bank,question,NA,NA,NA,NA,NA,"Switched to the international_debt table, corrected country_code to 'RUS', and dropped the redundant debt filter to obtain the correct count of 12."
127,bq354,cms_data,db,order by,conditions,conditions.skin_condition,str,all,"ENSURE: when ordering c.skin_condition in result sets, replace simple ORDER BY c.skin_condition with a CASE expression mapping each condition to its required display order | CONTEXT: the conditions table (aliased as c) contains a skin_condition column whose display order must follow a clinical priority (Vitiligo→Psoriasis→Acne→Atopic dermatitis) rather than alphabetical order | WHEN_TO_CHECK: any query using “ORDER BY c.skin_condition” | EXAMPLE_USAGE: Incorrect: SELECT c.skin_condition FROM conditions c ORDER BY c.skin_condition; Correct: SELECT c.skin_condition FROM conditions c ORDER BY CASE c.skin_condition WHEN 'Vitiligo' THEN 1 WHEN 'Psoriasis' THEN 2 WHEN 'Acne' THEN 3 WHEN 'Atopic dermatitis' THEN 4 END;"
128,bq354,all,generic,order by,all,all,all,all,"ENSURE: custom categorical ordering must use a CASE expression in the ORDER BY clause instead of default lexical sorting | PRINCIPLE: to enforce a non-alphabetical sequence for discrete category values, assign each category a numeric rank via CASE in the ORDER BY | WHEN_TO_APPLY: whenever a query requires categories to appear in a specific order that does not match their natural sort order | EXAMPLE_USAGE: Incorrect: SELECT priority_level FROM tasks ORDER BY priority_level; Correct: SELECT priority_level FROM tasks ORDER BY CASE priority_level WHEN 'High' THEN 1 WHEN 'Medium' THEN 2 WHEN 'Low' THEN 3 END;"
129,bq354,cms_data,question,NA,NA,NA,NA,NA,Adjusted the ORDER BY clause to a CASE expression to produce the required non-alphabetical ordering of skin_condition.
130,bq360,nppes,db,union;trim,bigquery-public-data.nppes.npi_optimized,healthcare_provider_taxonomy_1_specialization,str,all,"ENSURE: In the mv_providers CTE, only select TRIM(healthcare_provider_taxonomy_1_specialization) as specialization and remove all UNION ALL references to taxonomy_2 through taxonomy_15 | CONTEXT: The business requirement counts each provider once by their primary specialization field (healthcare_provider_taxonomy_1_specialization); unpivoting all 15 taxonomy slots duplicates providers and inflates counts | WHEN_TO_CHECK: When defining or reviewing the mv_providers CTE against bigquery-public-data.nppes.npi_optimized | EXAMPLE_USAGE:"
131,bq360,nppes,db,filter;where;trim;null_handling,bigquery-public-data.nppes.npi_optimized,healthcare_provider_taxonomy_1_specialization,str,Yes,ENSURE: Add filters “healthcare_provider_taxonomy_1_specialization IS NOT NULL” and “TRIM(healthcare_provider_taxonomy_1_specialization) <> ''” in the WHERE clause of mv_providers | CONTEXT: Excluding NULL or empty string specialization values prevents grouping on blank categories and matches the GOLD logic | WHEN_TO_CHECK: When filtering specializations in the mv_providers CTE | EXAMPLE_USAGE:
132,bq360,all,generic,union;unpivot,all,all,all,all,VERIFY: Unpivot or UNION ALL should include only the columns required by business logic | PRINCIPLE: Unnecessary unpivot across multiple similarly named columns duplicates rows and skews aggregate results when only a subset of columns is relevant | WHEN_TO_APPLY: Whenever using UNION ALL or UNPIVOT to combine multiple columns into one output column | EXAMPLE_USAGE:
133,bq360,all,generic,filter;where;group by;count;trim,all,all,all,Yes,ENSURE: Filter out NULL or empty strings before grouping or counting on text fields | PRINCIPLE: Blank or whitespace-only strings represent missing data and can create phantom categories in GROUP BY or COUNT | WHEN_TO_APPLY: Whenever aggregating or grouping by text-based columns across any table | EXAMPLE_USAGE:
134,bq360,nppes,question,NA,NA,NA,NA,NA,"The original query unpivoted all 15 taxonomy fields, but the GOLD logic counts only the primary specialization (`healthcare_provider_taxonomy_1_specialization`); simplifying to use taxonomy_1 and filtering out null/empty values fixed the result."
135,bq366,the_met,db,aggregation,objects,objects.object_id,int,all,ENSURE: Use COUNT(*) AS c in the period_label_counts CTE instead of COUNT(DISTINCT o.object_id) | CONTEXT: period_label_counts aggregates object counts by period and label using o.object_id and assigns alias c; applying DISTINCT on object_id undercounts when each row is already unique per period and label | WHEN_TO_CHECK: When defining the period_label_counts CTE for grouping by o.period and l.description | EXAMPLE_USAGE:
136,bq366,the_met,db,filter,all,period_label_counts.c,numeric,all,ENSURE: Filter aggregated label counts with c >= 500 in the outer WHERE clause to include only labels meeting the minimum count threshold | CONTEXT: The final SELECT pulls from the period_label_counts CTE (aliasing the aggregated count as c) and must exclude low‐volume labels | WHEN_TO_CHECK: When selecting top labels per period and applying a minimum‐count filter | EXAMPLE_USAGE:
137,bq366,the_met,db,filter,period_label_counts,period_label_counts.period,str,Yes,ENSURE: Exclude NULL period values in the final result using AND period IS NOT NULL | CONTEXT: The period column in period_label_counts may contain NULLs that should not appear in the top‐three label rankings | WHEN_TO_CHECK: When finalizing results from period_label_counts and applying ranking or other filters on period | EXAMPLE_USAGE:
138,bq366,all,generic,aggregation,all,all,all,all,"VERIFY: Use COUNT(*) when you need the total number of rows per group and reserve COUNT(DISTINCT col) only for deduplicating a specific column | PRINCIPLE: COUNT(*) counts all rows in each group, while COUNT(DISTINCT col) counts unique values of that column, which can undercount if rows are already unique | WHEN_TO_APPLY: Whenever grouping rows to compute the total size of each group | EXAMPLE_USAGE:"
139,bq366,all,generic,filter;aggregation,all,all,all,all,"ENSURE: Apply filters on aggregated results using HAVING or in an outer query rather than in the pre‐aggregation WHERE clause | PRINCIPLE: WHERE filters individual rows before aggregation and cannot reference aggregate aliases; HAVING or an outer SELECT is required to filter by aggregated values | WHEN_TO_APPLY: When enforcing minimum or maximum thresholds on aggregates like SUM, COUNT, or AVG | EXAMPLE_USAGE:"
140,bq366,all,generic,filter;window,all,all,all,Yes,"CHECK: Exclude NULL grouping keys before ranking or ordering to prevent unpredictable inclusion of NULL values in top-N results | PRINCIPLE: NULLs can appear first or last in sort order and may skew ranking functions like ROW_NUMBER or RANK | WHEN_TO_APPLY: Whenever performing ROW_NUMBER(), RANK(), DENSE_RANK(), or ORDER BY on a column that may contain NULLs | EXAMPLE_USAGE:"
141,bq366,the_met,question,NA,NA,NA,NA,NA,Fixed aggregation to COUNT(*) and applied missing filters (`c >= 500` and non-null period) to produce the correct top-three-per-period counts.
142,bq374,ga360,db,filter;coalesce;null_handling;cte_definition,totals,totals.newVisits,int,Yes,"ENSURE: first_visits CTE includes “AND COALESCE(totals.newVisits, 0) = 1” to capture only new users | CONTEXT: The first_visits CTE selects users from the totals table where newVisits may be NULL or greater than one; without this filter, users with zero or multiple visits slip into the cohort and undercount true first‐time visitors | WHEN_TO_CHECK: When defining or validating the first_visits CTE (or any cohort based on totals.newVisits) | EXAMPLE_USAGE: Incorrect: WITH first_visits AS ( SELECT user_id FROM totals WHERE event_date BETWEEN start_date AND end_date Correct: WITH first_visits AS ( SELECT user_id FROM totals WHERE event_date BETWEEN start_date AND end_date AND COALESCE(totals.newVisits, 0) = 1"
143,bq374,all,generic,filter;coalesce;null_handling,all,all,all,Yes,"VERIFY: filters on nullable or aggregated metric columns should wrap the column in COALESCE before comparison to avoid unintended exclusions | PRINCIPLE: A direct comparison like “WHERE metric = value” will fail for NULLs, excluding rows that should be treated as zero or default and causing undercounts | WHEN_TO_APPLY: Whenever filtering on a count, sum, or other derived metric that can be NULL after aggregation or a left join | EXAMPLE_USAGE: Incorrect: … WHERE visit_count = 1 Correct: … WHERE COALESCE(visit_count, 0) = 1"
144,bq374,all,generic,filter;aggregation;group by;having;cte_definition,all,all,all,all,"ENSURE: criteria defining a cohort or segment are applied within the CTE or subquery that builds the set, not only in the outer query | PRINCIPLE: Deferring filters until after aggregation or final selection can allow extraneous rows into the intermediate result, skewing counts or rates | WHEN_TO_APPLY: When constructing cohorts, segments, or any multi‐step aggregation using CTEs or subqueries | EXAMPLE_USAGE: Incorrect: WITH events AS ( SELECT user_id, COUNT(*) AS event_count FROM user_events GROUP BY user_id SELECT user_id FROM events WHERE event_count = 1 Correct: WITH events AS ( SELECT user_id FROM user_events GROUP BY user_id HAVING COUNT(*) = 1 SELECT user_id FROM events"
145,bq374,ga360,question,NA,NA,NA,NA,NA,The query was undercounting new users by omitting `totals.newVisits = 1`; adding that filter in the first_visits CTE corrected the cohort and raised the result to the expected level.
146,bq397,ecommerce,db,distinct,data-to-insights.ecommerce.rev_transactions,all,all,all,"ENSURE: deduped_txns CTE uses SELECT DISTINCT * instead of selecting only specific columns to avoid undercounting transactions | CONTEXT: deduped_txns pulls data from the source table including channelGrouping, geoNetwork_country, totals_transactions, and other session attributes; limiting DISTINCT to a subset of columns dropped unique rows | WHEN_TO_CHECK: When defining the deduped_txns CTE for transaction deduplication | EXAMPLE_USAGE: Incorrect: WITH deduped_txns AS ( SELECT DISTINCT channelGrouping, geoNetwork_country, totals_transactions FROM source_table Correct: WITH deduped_txns AS ( SELECT DISTINCT * FROM source_table"
147,bq397,ecommerce,db,order by,deduped_txns,deduped_txns.channelGrouping,str,all,"ENSURE: final ORDER BY for channelGrouping uses a CASE expression to enforce the required campaign channel sequence instead of default alphabetical sorting | CONTEXT: The final SELECT returns channelGrouping and totals_transactions and must list channels in the order Social, Paid Search, Display, Direct, Referral, Organic Search | WHEN_TO_CHECK: When ordering the final result set by channelGrouping | EXAMPLE_USAGE: Incorrect: SELECT channelGrouping, totals_transactions FROM deduped_txns ORDER BY channelGrouping - yields: Direct, Display, Organic Search, Paid Search, Referral, Social Correct: SELECT channelGrouping, totals_transactions FROM deduped_txns ORDER BY CASE channelGrouping WHEN 'Social' THEN 1 WHEN 'Paid Search' THEN 2 WHEN 'Display' THEN 3 WHEN 'Direct' THEN 4 WHEN 'Referral' THEN 5 WHEN 'Organic Search' THEN 6 END"
148,bq397,all,generic,distinct,all,all,all,all,"VERIFY: DISTINCT clauses include all columns that define a record’s uniqueness | PRINCIPLE: SELECT DISTINCT only regards the columns you list; omitting relevant columns can cause valid unique rows to be collapsed or true duplicates to remain | WHEN_TO_APPLY: Whenever using SELECT DISTINCT for deduplication or counting unique records | EXAMPLE_USAGE: Situation: You need unique user sessions defined by (user_id, session_id, date). Incorrect: SELECT DISTINCT user_id, session_id FROM sessions; - drops uniqueness on date, merging sessions across days Correct: SELECT DISTINCT user_id, session_id, date FROM sessions;"
149,bq397,all,generic,order by,all,all,all,all,"ENSURE: custom ordering requirements that deviate from default sort order are implemented via CASE expressions or lookup tables in ORDER BY | PRINCIPLE: ORDER BY on a column follows natural sort (alphabetical/numeric); to impose a business-specific sequence, you must map values to sort keys | WHEN_TO_APPLY: Whenever the desired output order of categorical values is not alphabetical or numeric | EXAMPLE_USAGE: Task: Sort priority levels as High, Medium, Low. Incorrect: ORDER BY priority; - yields: High, Low, Medium Correct: ORDER BY CASE priority WHEN 'High' THEN 1 WHEN 'Medium' THEN 2 WHEN 'Low' THEN 3 END"
150,bq397,ecommerce,question,NA,NA,NA,NA,NA,The original deduplication on only three columns undercounted transactions—switching to `SELECT DISTINCT *` restored correct totals—and replacing the simple `ORDER BY channelGrouping` with a `CASE`-based ordering aligned the row order to match the GOLD output.
151,bq402,ecommerce,db,aggregation;avg;subquery,data-to-insights.ecommerce.web_analytics,web_analytics.transactions,int,Yes,"ENSURE: when calculating avg_transactions_per_purchaser, use a direct AVG on web_analytics.transactions via a scalar subquery rather than averaging the pre-aggregated purchasers.total_transactions | CONTEXT: web_analytics table contains session-level transactions; the purchasers CTE sums transactions per visitor into total_transactions, and averaging that CTE yields a different metric | WHEN_TO_CHECK: any time you compute avg_transactions_per_purchaser or similar session-level averages in ecommerce.web_analytics | EXAMPLE_USAGE: Incorrect: ``` WITH purchasers AS ( SELECT visitor_id, SUM(transactions) AS total_transactions FROM `data-to-insights.ecommerce.web_analytics` GROUP BY visitor_id SELECT AVG(p.total_transactions) AS avg_transactions_per_purchaser FROM purchasers p; ``` Correct: ``` SELECT ( SELECT AVG(w.transactions) FROM `data-to-insights.ecommerce.web_analytics` w WHERE w.transactions IS NOT NULL AS avg_transactions_per_purchaser; ```"
152,bq402,all,generic,aggregation;avg;group by,all,all,all,all,"VERIFY: that average calculations reflect the intended aggregation level and are not applied on already grouped or summed results | PRINCIPLE: AVG over raw data points differs from AVG over aggregated sums, so averaging intermediate aggregates can misrepresent the true mean | WHEN_TO_APPLY: whenever you compute an average after grouping or summing in a prior step | EXAMPLE_USAGE: Given a raw table A with column value and an aggregated CTE agg_data as: ``` WITH agg_data AS ( SELECT key, SUM(value) AS total_value FROM A GROUP BY key ``` Wrong average of raw values: ``` SELECT AVG(ad.total_value) FROM agg_data ad; ``` Correct average of raw values: ``` SELECT AVG(value) FROM A; ```"
153,bq402,ecommerce,question,NA,NA,NA,NA,NA,"The purchaser‐level average was originally calculated on summed totals per visitor; switching to the direct session‐level AVG(totals.transactions) produced the expected 1.039, aligning with the GOLD result."
154,bq430,all,generic,cast;type conversion,all,all,all,all,"ENSURE: Use SAFE_CAST instead of CAST when dealing with uncertain or potentially invalid data types to avoid query failures | PRINCIPLE: CAST throws an error when conversion fails (e.g., non-numeric strings to INT64), causing the entire query to fail, whereas SAFE_CAST returns NULL for invalid conversions, allowing the query to continue processing valid rows | WHEN_TO_APPLY: When casting columns that may contain mixed or invalid data types, especially user input, text fields that should be numeric, or data from external sources | EXAMPLE_USAGE: Incorrect: CAST(page_number AS INT64) - fails if page_number contains ""N/A"" or other non-numeric values; Correct: SAFE_CAST(page_number AS INT64) - returns NULL for invalid values, allowing aggregations and ordering to proceed with valid data."
155,ga002,ga4,db,cte_definition,bigquery-public-data.ga4_obfuscated_sample_ecommerce.events_*,all,all,all,"ENSURE: Use the full events_* wildcard instead of events_2020* in all CTEs querying the GA4 ecommerce tables | CONTEXT: The tee_buyers and other_purchases CTEs originally referenced `bigquery-public-data.ga4_obfuscated_sample_ecommerce.events_2020*`, which excluded January 2021 data | WHEN_TO_CHECK: Whenever writing a FROM clause against `bigquery-public-data.ga4_obfuscated_sample_ecommerce.events_*` tables | EXAMPLE_USAGE: Incorrect: SELECT user_pseudo_id FROM `bigquery-public-data.ga4_obfuscated_sample_ecommerce.events_2020*` … Correct: SELECT user_pseudo_id FROM `bigquery-public-data.ga4_obfuscated_sample_ecommerce.events_*` …"
156,ga002,all,generic,where,all,all,all,all,VERIFY: Wildcard table patterns must cover the entire intended date range | PRINCIPLE: Using a narrow wildcard like `table_2020*` can omit tables with suffixes outside 2020; a broader wildcard or explicit date filters on `_TABLE_SUFFIX` ensures no data gaps | WHEN_TO_APPLY: Whenever selecting from time-partitioned or date-suffixed tables using wildcard patterns | EXAMPLE_USAGE: Incorrect: SELECT * FROM `dataset.events_2020*` WHERE event_date BETWEEN '20210101' AND '20210131'; (This misses `events_202101` entirely) Correct: SELECT * FROM `dataset.events_*` WHERE _TABLE_SUFFIX BETWEEN '202001' AND '202101'; (This includes all monthly tables from January 2020 through January 2021)
157,ga002,ga4,question,NA,NA,NA,NA,NA,"The original wildcard only included 2020 tables, excluding January 2021; changing to `events_*` captured the missing month’s data."
158,ga008,ga4,db,distinct;count;group by;left join;coalesce,events_202011*,all,all,Yes,"ENSURE: daily_user_views CTE selects DISTINCT purchase days and LEFT JOINs aggregated page_view counts with COALESCE to zero | CONTEXT: uses `events_202011*` table with columns event_date, user_pseudo_id, event_name and aliases pd (purchases) and nv (page_view counts) to restrict page_view metrics to purchase days | WHEN_TO_CHECK: when building per-user daily metrics restricted to purchase events | EXAMPLE_USAGE: Incorrect: WITH daily_user_views AS ( SELECT event_date, user_pseudo_id, COUNT(*) AS user_day_views FROM `...events_202011*` WHERE event_name IN ('purchase','page_view') GROUP BY event_date, user_pseudo_id Correct: WITH distinct_purchases AS ( SELECT DISTINCT event_date, user_pseudo_id FROM `...events_202011*` WHERE event_name = 'purchase' , page_view_counts AS ( SELECT event_date, user_pseudo_id, COUNT(*) AS user_day_views FROM `...events_202011*` WHERE event_name = 'page_view' GROUP BY event_date, user_pseudo_id SELECT pd.event_date, pd.user_pseudo_id, COALESCE(nv.user_day_views, 0) AS user_day_views FROM distinct_purchases pd LEFT JOIN page_view_counts nv ON pd.event_date = nv.event_date AND pd.user_pseudo_id = nv.user_pseudo_id;"
159,ga008,ga4,db,date_parse,all,all,date,all,"ENSURE: final SELECT parses event_date from YYYYMMDD string to DATE type with PARSE_DATE | CONTEXT: final projection of event_date, avg_page_views, f0_ uses string event_date in ‘YYYYMMDD’ format | WHEN_TO_CHECK: when outputting or comparing dates stored as strings | EXAMPLE_USAGE: Incorrect: SELECT event_date, avg_page_views FROM daily_user_metrics; - event_date remains string '20201105' Correct: SELECT PARSE_DATE('%Y%m%d', event_date) AS event_date, avg_page_views FROM daily_user_metrics;"
160,ga008,all,generic,distinct;count;group by;left join,all,all,all,all,"VERIFY: filter the primary subset of records before joining aggregated metrics rather than grouping on combined event types | PRINCIPLE: isolating the driving dimension via DISTINCT or a WHERE clause before left joining prevents inclusion of metrics for non-relevant keys | WHEN_TO_APPLY: when computing metrics of one event type (e.g., views) only for a subset defined by another event type (e.g., purchases) | EXAMPLE_USAGE: Incorrect: SELECT user_id, COUNT(*) AS view_count FROM events WHERE event_type IN ('purchase','view') GROUP BY user_id; Correct: WITH base AS ( SELECT DISTINCT user_id FROM events WHERE event_type = 'purchase' , views AS ( SELECT user_id, COUNT(*) AS view_count FROM events WHERE event_type = 'view' GROUP BY user_id SELECT b.user_id, COALESCE(v.view_count,0) AS view_count FROM base b LEFT JOIN views v ON b.user_id = v.user_id;"
